Date,Country/Region,Confirmed
2020/07/09,Nicaragua,2846
2020/07/10,Nicaragua,2846
2020/07/11,Nicaragua,2846
2020/07/12,Nicaragua,2846
2020/07/13,Nicaragua,2846
2020/07/14,Nicaragua,3147
2020/07/15,Nicaragua,3147
2020/07/16,Nicaragua,3147
2020/07/17,Nicaragua,3147
2020/07/18,Nicaragua,3147
2020/07/19,Nicaragua,3147
2020/07/20,Nicaragua,3147
2020/07/21,Nicaragua,3439
2020/07/22,Nicaragua,3439
2020/07/23,Nicaragua,3439
2020/07/24,Nicaragua,3439
2020/07/25,Nicaragua,3439
2020/07/26,Nicaragua,3439
2020/07/27,Nicaragua,3439
2020/07/28,Nicaragua,3672
2020/07/29,Nicaragua,3672
2020/07/30,Nicaragua,3672
2020/07/31,Nicaragua,3672
2020/08/01,Nicaragua,3672
2020/08/02,Nicaragua,3672
2020/08/03,Nicaragua,3672
2020/08/04,Nicaragua,3902
2020/08/05,Nicaragua,3902
2020/08/06,Nicaragua,3902
2020/08/07,Nicaragua,3902
2020/08/08,Nicaragua,3902
2020/08/09,Nicaragua,3902
2020/08/10,Nicaragua,3902
2020/08/11,Nicaragua,4115
2020/08/12,Nicaragua,4115
2020/08/13,Nicaragua,4115
2020/08/14,Nicaragua,4115
2020/08/15,Nicaragua,4115
2020/08/16,Nicaragua,4115
2020/08/17,Nicaragua,4115
2020/08/18,Nicaragua,4311
2020/08/19,Nicaragua,4311
2020/08/20,Nicaragua,4311
2020/08/21,Nicaragua,4311
2020/08/22,Nicaragua,4311
2020/08/23,Nicaragua,4311
2020/08/24,Nicaragua,4311
2020/08/25,Nicaragua,4494
2020/08/26,Nicaragua,4494
2020/08/27,Nicaragua,4494
2020/08/28,Nicaragua,4494
2020/08/29,Nicaragua,4494
2020/08/30,Nicaragua,4494
2020/08/31,Nicaragua,4494
2020/09/01,Nicaragua,4668
2020/09/02,Nicaragua,4668
2020/09/03,Nicaragua,4668
2020/09/04,Nicaragua,4668
2020/09/05,Nicaragua,4668
2020/09/06,Nicaragua,4668
2020/09/07,Nicaragua,4668
2020/09/08,Nicaragua,4818
2020/09/09,Nicaragua,4818
2020/09/10,Nicaragua,4818
2020/09/11,Nicaragua,4818
2020/09/12,Nicaragua,4818
2020/09/13,Nicaragua,4818
2020/09/14,Nicaragua,4818
2020/09/15,Nicaragua,4961
2020/09/16,Nicaragua,4961
2020/09/17,Nicaragua,4961
2020/09/18,Nicaragua,4961
2020/09/19,Nicaragua,4961
2020/09/20,Nicaragua,4961
2020/09/21,Nicaragua,4961
2020/09/22,Nicaragua,5073
2020/09/23,Nicaragua,5073
2020/09/24,Nicaragua,5073
2020/09/25,Nicaragua,5073
2020/09/26,Nicaragua,5073
2020/09/27,Nicaragua,5073
2020/09/28,Nicaragua,5073
2020/09/29,Nicaragua,5170
2020/09/30,Nicaragua,5170
2020/10/01,Nicaragua,5170
2020/10/02,Nicaragua,5170
2020/10/03,Nicaragua,5170
2020/10/04,Nicaragua,5170
2020/10/05,Nicaragua,5170
2020/10/06,Nicaragua,5264
2020/10/07,Nicaragua,5264
2020/10/08,Nicaragua,5264
2020/10/09,Nicaragua,5264
2020/10/10,Nicaragua,5264
2020/10/11,Nicaragua,5264
2020/10/12,Nicaragua,5264
2020/10/13,Nicaragua,5353
2020/10/14,Nicaragua,5353
2020/10/15,Nicaragua,5353
2020/10/16,Nicaragua,5353
2020/10/17,Nicaragua,5353
2020/10/18,Nicaragua,5353
2020/10/19,Nicaragua,5353
2020/10/20,Nicaragua,5434
2020/10/21,Nicaragua,5434
2020/10/22,Nicaragua,5434
2020/10/23,Nicaragua,5434
2020/10/24,Nicaragua,5434
2020/10/25,Nicaragua,5434
2020/10/26,Nicaragua,5434
2020/10/27,Nicaragua,5514
2020/10/28,Nicaragua,5514
2020/10/29,Nicaragua,5514
2020/10/30,Nicaragua,5514
2020/10/31,Nicaragua,5514
2020/11/01,Nicaragua,5514
2020/11/02,Nicaragua,5514
2020/11/03,Nicaragua,5514
2020/11/04,Nicaragua,5514
2020/11/05,Nicaragua,5591
2020/11/06,Nicaragua,5591
2020/11/07,Nicaragua,5591
2020/11/08,Nicaragua,5591
2020/11/09,Nicaragua,5591
2020/11/10,Nicaragua,5661
2020/11/11,Nicaragua,5661
2020/11/12,Nicaragua,5661
2020/11/13,Nicaragua,5661
2020/11/14,Nicaragua,5661
2020/11/15,Nicaragua,5661
2020/11/16,Nicaragua,5661
2020/11/17,Nicaragua,5725
2020/11/18,Nicaragua,5725
2020/11/19,Nicaragua,5725
2020/11/20,Nicaragua,5725
2020/11/21,Nicaragua,5725
2020/11/22,Nicaragua,5725
2020/11/23,Nicaragua,5725
2020/11/24,Nicaragua,5784
2020/11/25,Nicaragua,5784
2020/11/26,Nicaragua,5784
2020/11/27,Nicaragua,5784
2020/11/28,Nicaragua,5784
2020/11/29,Nicaragua,5784
2020/11/30,Nicaragua,5784
2020/12/01,Nicaragua,5838
2020/12/02,Nicaragua,5838
2020/12/03,Nicaragua,5838
2020/12/04,Nicaragua,5838
2020/12/05,Nicaragua,5838
2020/12/06,Nicaragua,5838
2020/12/07,Nicaragua,5838
2020/12/08,Nicaragua,5887
2020/12/09,Nicaragua,5887
2020/12/10,Nicaragua,5887
2020/12/11,Nicaragua,5887
2020/12/12,Nicaragua,5887
2020/12/13,Nicaragua,5887
2020/12/14,Nicaragua,5887
2020/12/15,Nicaragua,5887
2020/12/16,Nicaragua,5938
2020/12/17,Nicaragua,5938
2020/12/18,Nicaragua,5938
2020/12/19,Nicaragua,5938
2020/12/20,Nicaragua,5938
2020/12/21,Nicaragua,5938
2020/12/22,Nicaragua,5938
2020/12/23,Nicaragua,5991
2020/12/24,Nicaragua,5991
2020/12/25,Nicaragua,5991
2020/12/26,Nicaragua,5991
2020/12/27,Nicaragua,5991
2020/12/28,Nicaragua,5991
2020/12/29,Nicaragua,6046
2020/12/30,Nicaragua,6046
2020/12/31,Nicaragua,6046
2021/01/01,Nicaragua,6046
2021/01/02,Nicaragua,6046
2021/01/03,Nicaragua,6046
2021/01/04,Nicaragua,6046
2021/01/05,Nicaragua,6097
2021/01/06,Nicaragua,6097
2021/01/07,Nicaragua,6097
2021/01/08,Nicaragua,6097
2021/01/09,Nicaragua,6097
2021/01/10,Nicaragua,6097
2021/01/11,Nicaragua,6097
2021/01/12,Nicaragua,6152
2021/01/13,Nicaragua,6152
2021/01/14,Nicaragua,6152
2021/01/15,Nicaragua,6152
2021/01/16,Nicaragua,6152
2021/01/17,Nicaragua,6152
2021/01/18,Nicaragua,6152
2021/01/19,Nicaragua,6204
2021/01/20,Nicaragua,6204
2021/01/21,Nicaragua,6204
2021/01/22,Nicaragua,6204
2021/01/23,Nicaragua,6204
2021/01/24,Nicaragua,6204
2021/01/25,Nicaragua,6204
2021/01/26,Nicaragua,6253
2021/01/27,Nicaragua,6253
2021/01/28,Nicaragua,6253
2021/01/29,Nicaragua,6253
2021/01/30,Nicaragua,6253
2021/01/31,Nicaragua,6253
2021/02/01,Nicaragua,6253
2021/02/02,Nicaragua,6299
2021/02/03,Nicaragua,6299
2021/02/04,Nicaragua,6299
2021/02/05,Nicaragua,6299
2021/02/06,Nicaragua,6299
2021/02/07,Nicaragua,6299
2021/02/08,Nicaragua,6299
2021/02/09,Nicaragua,6347
2021/02/10,Nicaragua,6347
2021/02/11,Nicaragua,6347
2021/02/12,Nicaragua,6347
2021/02/13,Nicaragua,6347
2021/02/14,Nicaragua,6347
2021/02/15,Nicaragua,6347
2021/02/16,Nicaragua,6398
2021/02/17,Nicaragua,6398
2021/02/18,Nicaragua,6398
2021/02/19,Nicaragua,6398
2021/02/20,Nicaragua,6398
2021/02/21,Nicaragua,6398
2021/02/22,Nicaragua,6398
2021/02/23,Nicaragua,6445
2021/02/24,Nicaragua,6445
2021/02/25,Nicaragua,6445
2021/02/26,Nicaragua,6445
2021/02/27,Nicaragua,6445
2021/02/28,Nicaragua,6445
2021/03/01,Nicaragua,6445
2021/03/02,Nicaragua,6489
2021/03/03,Nicaragua,6489
2021/03/04,Nicaragua,6489
2021/03/05,Nicaragua,6489
2021/03/06,Nicaragua,6489
2021/03/07,Nicaragua,6489
2021/03/08,Nicaragua,6489
2021/03/09,Nicaragua,6537
2021/03/10,Nicaragua,6537
2021/03/11,Nicaragua,6537
2021/03/12,Nicaragua,6537
2021/03/13,Nicaragua,6537
2021/03/14,Nicaragua,6537
2021/03/15,Nicaragua,6537
2021/03/16,Nicaragua,6582
2021/03/17,Nicaragua,6582
2021/03/18,Nicaragua,6582
2021/03/19,Nicaragua,6582
2021/03/20,Nicaragua,6582
2021/03/21,Nicaragua,6582
2021/03/22,Nicaragua,6582
2021/03/23,Nicaragua,6629
2021/03/24,Nicaragua,6629
2021/03/25,Nicaragua,6629
2021/03/26,Nicaragua,6629
2021/03/27,Nicaragua,6629
2021/03/28,Nicaragua,6629
2021/03/29,Nicaragua,6629
2021/03/30,Nicaragua,6677
2021/03/31,Nicaragua,6677
2021/04/01,Nicaragua,6677
2021/04/02,Nicaragua,6677
2021/04/03,Nicaragua,6677
2021/04/04,Nicaragua,6677
2021/04/05,Nicaragua,6677
2021/04/06,Nicaragua,6727
2021/04/07,Nicaragua,6727
2021/04/08,Nicaragua,6727
2021/04/09,Nicaragua,6727
2021/04/10,Nicaragua,6727
2021/04/11,Nicaragua,6727
2021/04/12,Nicaragua,6727
2021/04/13,Nicaragua,6778
2021/04/14,Nicaragua,6778
2021/04/15,Nicaragua,6778
2021/04/16,Nicaragua,6778
2021/04/17,Nicaragua,6778
2021/04/18,Nicaragua,6778
2021/04/19,Nicaragua,6778
2021/04/20,Nicaragua,6835
2021/04/21,Nicaragua,6835
2021/04/22,Nicaragua,6835
2021/04/23,Nicaragua,6835
2021/04/24,Nicaragua,6835
2021/04/25,Nicaragua,6835
2021/04/26,Nicaragua,6835
2021/04/27,Nicaragua,6898
2021/04/28,Nicaragua,6898
2021/04/29,Nicaragua,6898
2021/04/30,Nicaragua,6898
2021/05/01,Nicaragua,6898
2021/05/02,Nicaragua,6898
2021/05/03,Nicaragua,6898
2021/05/04,Nicaragua,6989
2021/05/05,Nicaragua,6989
2021/05/06,Nicaragua,6989
2021/05/07,Nicaragua,6989
2021/05/08,Nicaragua,6989
2021/05/09,Nicaragua,6989
2021/05/10,Nicaragua,6989
2021/05/11,Nicaragua,7086
2021/05/12,Nicaragua,7086
2021/05/13,Nicaragua,7086
2021/05/14,Nicaragua,7086
2021/05/15,Nicaragua,7086
2021/05/16,Nicaragua,7086
2021/05/17,Nicaragua,7086
2021/05/18,Nicaragua,7193
2021/05/19,Nicaragua,7193
2021/05/20,Nicaragua,7193
2021/05/21,Nicaragua,7193
2021/05/22,Nicaragua,7193
2021/05/23,Nicaragua,7193
2021/05/24,Nicaragua,7193
2021/05/25,Nicaragua,7324
2021/05/26,Nicaragua,7324
2021/05/27,Nicaragua,7324
2021/05/28,Nicaragua,7324
2021/05/29,Nicaragua,7324
2021/05/30,Nicaragua,7324
2021/05/31,Nicaragua,7324
2021/06/01,Nicaragua,7481
2021/06/02,Nicaragua,7481
2021/06/03,Nicaragua,7481
2021/06/04,Nicaragua,7481
2021/06/05,Nicaragua,7481
2021/06/06,Nicaragua,7481
2021/06/07,Nicaragua,7481
2021/06/08,Nicaragua,7662
2021/06/09,Nicaragua,7662
2021/06/10,Nicaragua,7662
2021/06/11,Nicaragua,7662
2021/06/12,Nicaragua,7662
2021/06/13,Nicaragua,7662
2021/06/14,Nicaragua,7662
2021/06/15,Nicaragua,7696
2021/06/16,Nicaragua,7696
2021/06/17,Nicaragua,7696
2021/06/18,Nicaragua,7696
2021/06/19,Nicaragua,7696
2021/06/20,Nicaragua,7696
2021/06/21,Nicaragua,7696
2021/06/22,Nicaragua,7920
2021/06/23,Nicaragua,7920
2021/06/24,Nicaragua,7920
2021/06/25,Nicaragua,7920
2021/06/26,Nicaragua,7920
2021/06/27,Nicaragua,7920
2021/06/28,Nicaragua,7920
2021/06/29,Nicaragua,8178
2021/06/30,Nicaragua,8178
2021/07/01,Nicaragua,8178
2021/07/02,Nicaragua,8178
2021/07/03,Nicaragua,8178
2021/07/04,Nicaragua,8178
2021/07/05,Nicaragua,8178
2021/07/06,Nicaragua,8461
2021/07/07,Nicaragua,8461
2021/07/08,Nicaragua,8461
2021/07/09,Nicaragua,8461
2021/07/10,Nicaragua,8461
2021/07/11,Nicaragua,8461
2021/07/12,Nicaragua,8461
2021/07/13,Nicaragua,8767
2021/07/14,Nicaragua,8767
2021/07/15,Nicaragua,8767
2021/07/16,Nicaragua,8767
2021/07/17,Nicaragua,8767
2021/07/18,Nicaragua,8767
2021/07/19,Nicaragua,8767
2021/07/20,Nicaragua,9108
2021/07/21,Nicaragua,9108
2021/07/22,Nicaragua,9108
2021/07/23,Nicaragua,9108
2021/07/24,Nicaragua,9108
2021/07/25,Nicaragua,9108
2021/07/26,Nicaragua,9108
2021/07/27,Nicaragua,9470
2021/07/28,Nicaragua,9470
2021/07/29,Nicaragua,9470
2021/07/30,Nicaragua,9470
2021/07/31,Nicaragua,9470
2021/08/01,Nicaragua,9470
2021/08/02,Nicaragua,9470
2021/08/03,Nicaragua,9853
2021/08/04,Nicaragua,9853
2021/08/05,Nicaragua,9853
2021/08/06,Nicaragua,9853
2021/08/07,Nicaragua,9853
2021/08/08,Nicaragua,9853
2021/08/09,Nicaragua,9853
2021/08/10,Nicaragua,10251
2021/08/11,Nicaragua,10251
2021/08/12,Nicaragua,10251
2021/08/13,Nicaragua,10251
2021/08/14,Nicaragua,10251
2021/08/15,Nicaragua,10251
2021/08/16,Nicaragua,10251
2021/08/17,Nicaragua,10251
2021/08/18,Nicaragua,10251
2021/08/19,Nicaragua,10672
2021/08/20,Nicaragua,10672
2021/08/21,Nicaragua,10672
2021/08/22,Nicaragua,10672
2021/08/23,Nicaragua,10672
2021/08/24,Nicaragua,11167
2021/08/25,Nicaragua,11167
2021/08/26,Nicaragua,11167
2021/08/27,Nicaragua,11167
2021/08/28,Nicaragua,11167
2021/08/29,Nicaragua,11167
2021/08/30,Nicaragua,11167
2021/08/31,Nicaragua,11735
2021/09/01,Nicaragua,11735
2021/09/02,Nicaragua,11735
2021/09/03,Nicaragua,11735
2021/09/04,Nicaragua,11735
2021/09/05,Nicaragua,11735
2021/09/06,Nicaragua,11735
2021/09/07,Nicaragua,12350
2021/09/08,Nicaragua,12350
2021/09/09,Nicaragua,12350
2021/09/10,Nicaragua,12350
2021/09/11,Nicaragua,12350
2021/09/12,Nicaragua,12350
2021/09/13,Nicaragua,12350
2021/09/14,Nicaragua,13025
2021/09/15,Nicaragua,13025
2021/09/16,Nicaragua,13025
2021/09/17,Nicaragua,13025
2021/09/18,Nicaragua,13025
2021/09/19,Nicaragua,13025
2021/09/20,Nicaragua,13025
2021/09/21,Nicaragua,13730
2021/09/22,Nicaragua,13730
2021/09/23,Nicaragua,13730
2021/09/24,Nicaragua,13730
2021/09/25,Nicaragua,13730
2021/09/26,Nicaragua,13730
2021/09/27,Nicaragua,13730
2021/09/28,Nicaragua,14448
2021/09/29,Nicaragua,14448
2021/09/30,Nicaragua,14448
2021/10/01,Nicaragua,14448
2021/10/02,Nicaragua,14448
2021/10/03,Nicaragua,14448
2021/10/04,Nicaragua,14448
2021/10/05,Nicaragua,15134
2021/10/06,Nicaragua,15134
2021/10/07,Nicaragua,15134
2021/10/08,Nicaragua,15134
2021/10/09,Nicaragua,15134
2021/10/10,Nicaragua,15134
2021/10/11,Nicaragua,15134
2021/10/12,Nicaragua,15737
2021/10/13,Nicaragua,15737
2021/10/14,Nicaragua,15737
2021/10/15,Nicaragua,15737
2021/10/16,Nicaragua,15737
2021/10/17,Nicaragua,15737
2021/10/18,Nicaragua,15737
2021/10/19,Nicaragua,16241
2021/10/20,Nicaragua,16241
2021/10/21,Nicaragua,16241
2021/10/22,Nicaragua,16241
2021/10/23,Nicaragua,16241
2021/10/24,Nicaragua,16241
2021/10/25,Nicaragua,16241
2021/10/26,Nicaragua,16422
2021/10/27,Nicaragua,16422
2021/10/28,Nicaragua,16422
2021/10/29,Nicaragua,16422
2021/10/30,Nicaragua,16422
2021/10/31,Nicaragua,16422
2021/11/01,Nicaragua,16422
2021/11/02,Nicaragua,16699
2021/11/03,Nicaragua,16699
2021/11/04,Nicaragua,16699
2021/11/05,Nicaragua,16699
2021/11/06,Nicaragua,16699
2021/11/07,Nicaragua,16699
2021/11/08,Nicaragua,16699
2021/11/09,Nicaragua,16699
2021/11/10,Nicaragua,16877
2021/11/11,Nicaragua,16877
2021/11/12,Nicaragua,16877
2021/11/13,Nicaragua,16877
2021/11/14,Nicaragua,16877
2021/11/15,Nicaragua,16877
2021/11/16,Nicaragua,17023
2021/11/17,Nicaragua,17023
2021/11/18,Nicaragua,17023
2021/11/19,Nicaragua,17023
2021/11/20,Nicaragua,17023
2021/11/21,Nicaragua,17023
2021/11/22,Nicaragua,17023
2021/11/23,Nicaragua,17152
2021/11/24,Nicaragua,17152
2021/11/25,Nicaragua,17152
2021/11/26,Nicaragua,17152
2021/11/27,Nicaragua,17152
2021/11/28,Nicaragua,17152
2021/11/29,Nicaragua,17152
2021/11/30,Nicaragua,17254
2021/12/01,Nicaragua,17254
2021/12/02,Nicaragua,17254
2021/12/03,Nicaragua,17254
2021/12/04,Nicaragua,17254
2021/12/05,Nicaragua,17254
2021/12/06,Nicaragua,17254
2021/12/07,Nicaragua,17328
2021/12/08,Nicaragua,17328
2021/12/09,Nicaragua,17328
2021/12/10,Nicaragua,17328
2021/12/11,Nicaragua,17328
2021/12/12,Nicaragua,17328
2021/12/13,Nicaragua,17328
2021/12/14,Nicaragua,17391
2021/12/15,Nicaragua,17391
2021/12/16,Nicaragua,17391
2021/12/17,Nicaragua,17391
2021/12/18,Nicaragua,17391
2021/12/19,Nicaragua,17391
2021/12/20,Nicaragua,17391
2021/12/21,Nicaragua,17442
2021/12/22,Nicaragua,17442
2021/12/23,Nicaragua,17442
2021/12/24,Nicaragua,17442
2021/12/25,Nicaragua,17442
2021/12/26,Nicaragua,17442
2021/12/27,Nicaragua,17442
2020/01/22,Niger,0
2020/01/23,Niger,0
2020/01/24,Niger,0
2020/01/25,Niger,0
2020/01/26,Niger,0
2020/01/27,Niger,0
2020/01/28,Niger,0
2020/01/29,Niger,0
2020/01/30,Niger,0
2020/01/31,Niger,0
2020/02/01,Niger,0
2020/02/02,Niger,0
2020/02/03,Niger,0
2020/02/04,Niger,0
2020/02/05,Niger,0
2020/02/06,Niger,0
2020/02/07,Niger,0
2020/02/08,Niger,0
2020/02/09,Niger,0
2020/02/10,Niger,0
2020/02/11,Niger,0
2020/02/12,Niger,0
2020/02/13,Niger,0
2020/02/14,Niger,0
2020/02/15,Niger,0
2020/02/16,Niger,0
2020/02/17,Niger,0
2020/02/18,Niger,0
2020/02/19,Niger,0
2020/02/20,Niger,0
2020/02/21,Niger,0
2020/02/22,Niger,0
2020/02/23,Niger,0
2020/02/24,Niger,0
2020/02/25,Niger,0
2020/02/26,Niger,0
2020/02/27,Niger,0
2020/02/28,Niger,0
2020/02/29,Niger,0
2020/03/01,Niger,0
2020/03/02,Niger,0
2020/03/03,Niger,0
2020/03/04,Niger,0
2020/03/05,Niger,0
2020/03/06,Niger,0
2020/03/07,Niger,0
2020/03/08,Niger,0
2020/03/09,Niger,0
2020/03/10,Niger,0
2020/03/11,Niger,0
2020/03/12,Niger,0
2020/03/13,Niger,0
2020/03/14,Niger,0
2020/03/15,Niger,0
2020/03/16,Niger,0
2020/03/17,Niger,0
2020/03/18,Niger,0
2020/03/19,Niger,0
2020/03/20,Niger,1
2020/03/21,Niger,1
2020/03/22,Niger,2
2020/03/23,Niger,3
2020/03/24,Niger,3
2020/03/25,Niger,7
2020/03/26,Niger,10
2020/03/27,Niger,10
2020/03/28,Niger,10
2020/03/29,Niger,18
2020/03/30,Niger,27
2020/03/31,Niger,27
2020/04/01,Niger,74
2020/04/02,Niger,98
2020/04/03,Niger,120
2020/04/04,Niger,144
2020/04/05,Niger,184
2020/04/06,Niger,253
2020/04/07,Niger,278
2020/04/08,Niger,342
2020/04/09,Niger,410
2020/04/10,Niger,438
2020/04/11,Niger,491
2020/04/12,Niger,529
2020/04/13,Niger,529
2020/04/14,Niger,570
2020/04/15,Niger,584
2020/04/16,Niger,584
2020/04/17,Niger,627
2020/04/18,Niger,639
2020/04/19,Niger,648
2020/04/20,Niger,648
2020/04/21,Niger,657
2020/04/22,Niger,662
2020/04/23,Niger,671
2020/04/24,Niger,681
2020/04/25,Niger,684
2020/04/26,Niger,696
2020/04/27,Niger,701
2020/04/28,Niger,709
2020/04/29,Niger,713
2020/04/30,Niger,719
2020/05/01,Niger,728
2020/05/02,Niger,736
2020/05/03,Niger,750
2020/05/04,Niger,755
2020/05/05,Niger,763
2020/05/06,Niger,770
2020/05/07,Niger,781
2020/05/08,Niger,795
2020/05/09,Niger,815
2020/05/10,Niger,821
2020/05/11,Niger,832
2020/05/12,Niger,854
2020/05/13,Niger,860
2020/05/14,Niger,876
2020/05/15,Niger,885
2020/05/16,Niger,889
2020/05/17,Niger,904
2020/05/18,Niger,909
2020/05/19,Niger,914
2020/05/20,Niger,920
2020/05/21,Niger,924
2020/05/22,Niger,937
2020/05/23,Niger,943
2020/05/24,Niger,945
2020/05/25,Niger,951
2020/05/26,Niger,952
2020/05/27,Niger,952
2020/05/28,Niger,955
2020/05/29,Niger,955
2020/05/30,Niger,956
2020/05/31,Niger,958
2020/06/01,Niger,958
2020/06/02,Niger,960
2020/06/03,Niger,961
2020/06/04,Niger,963
2020/06/05,Niger,966
2020/06/06,Niger,970
2020/06/07,Niger,973
2020/06/08,Niger,973
2020/06/09,Niger,974
2020/06/10,Niger,974
2020/06/11,Niger,974
2020/06/12,Niger,978
2020/06/13,Niger,980
2020/06/14,Niger,980
2020/06/15,Niger,980
2020/06/16,Niger,1016
2020/06/17,Niger,1020
2020/06/18,Niger,1020
2020/06/19,Niger,1020
2020/06/20,Niger,1035
2020/06/21,Niger,1036
2020/06/22,Niger,1046
2020/06/23,Niger,1051
2020/06/24,Niger,1051
2020/06/25,Niger,1056
2020/06/26,Niger,1059
2020/06/27,Niger,1062
2020/06/28,Niger,1074
2020/06/29,Niger,1075
2020/06/30,Niger,1075
2020/07/01,Niger,1075
2020/07/02,Niger,1081
2020/07/03,Niger,1082
2020/07/04,Niger,1082
2020/07/05,Niger,1088
2020/07/06,Niger,1093
2020/07/07,Niger,1094
2020/07/08,Niger,1097
2020/07/09,Niger,1097
2020/07/10,Niger,1099
2020/07/11,Niger,1099
2020/07/12,Niger,1099
2020/07/13,Niger,1099
2020/07/14,Niger,1099
2020/07/15,Niger,1100
2020/07/16,Niger,1102
2020/07/17,Niger,1102
2020/07/18,Niger,1104
2020/07/19,Niger,1104
2020/07/20,Niger,1105
2020/07/21,Niger,1113
2020/07/22,Niger,1122
2020/07/23,Niger,1124
2020/07/24,Niger,1124
2020/07/25,Niger,1124
2020/07/26,Niger,1136
2020/07/27,Niger,1132
2020/07/28,Niger,1132
2020/07/29,Niger,1132
2020/07/30,Niger,1134
2020/07/31,Niger,1134
2020/08/01,Niger,1136
2020/08/02,Niger,1147
2020/08/03,Niger,1152
2020/08/04,Niger,1152
2020/08/05,Niger,1152
2020/08/06,Niger,1153
2020/08/07,Niger,1153
2020/08/08,Niger,1157
2020/08/09,Niger,1158
2020/08/10,Niger,1158
2020/08/11,Niger,1158
2020/08/12,Niger,1161
2020/08/13,Niger,1161
2020/08/14,Niger,1161
2020/08/15,Niger,1165
2020/08/16,Niger,1167
2020/08/17,Niger,1167
2020/08/18,Niger,1167
2020/08/19,Niger,1167
2020/08/20,Niger,1169
2020/08/21,Niger,1172
2020/08/22,Niger,1172
2020/08/23,Niger,1172
2020/08/24,Niger,1172
2020/08/25,Niger,1173
2020/08/26,Niger,1173
2020/08/27,Niger,1173
2020/08/28,Niger,1175
2020/08/29,Niger,1175
2020/08/30,Niger,1175
2020/08/31,Niger,1176
2020/09/01,Niger,1176
2020/09/02,Niger,1176
2020/09/03,Niger,1177
2020/09/04,Niger,1177
2020/09/05,Niger,1177
2020/09/06,Niger,1177
2020/09/07,Niger,1177
2020/09/08,Niger,1178
2020/09/09,Niger,1178
2020/09/10,Niger,1178
2020/09/11,Niger,1178
2020/09/12,Niger,1178
2020/09/13,Niger,1180
2020/09/14,Niger,1180
2020/09/15,Niger,1182
2020/09/16,Niger,1182
2020/09/17,Niger,1183
2020/09/18,Niger,1183
2020/09/19,Niger,1183
2020/09/20,Niger,1188
2020/09/21,Niger,1189
2020/09/22,Niger,1193
2020/09/23,Niger,1193
2020/09/24,Niger,1194
2020/09/25,Niger,1194
2020/09/26,Niger,1194
2020/09/27,Niger,1196
2020/09/28,Niger,1196
2020/09/29,Niger,1196
2020/09/30,Niger,1197
2020/10/01,Niger,1197
2020/10/02,Niger,1198
2020/10/03,Niger,1200
2020/10/04,Niger,1200
2020/10/05,Niger,1200
2020/10/06,Niger,1200
2020/10/07,Niger,1200
2020/10/08,Niger,1201
2020/10/09,Niger,1201
2020/10/10,Niger,1201
2020/10/11,Niger,1201
2020/10/12,Niger,1202
2020/10/13,Niger,1203
2020/10/14,Niger,1205
2020/10/15,Niger,1207
2020/10/16,Niger,1209
2020/10/17,Niger,1209
2020/10/18,Niger,1210
2020/10/19,Niger,1211
2020/10/20,Niger,1212
2020/10/21,Niger,1214
2020/10/22,Niger,1215
2020/10/23,Niger,1215
2020/10/24,Niger,1215
2020/10/25,Niger,1215
2020/10/26,Niger,1215
2020/10/27,Niger,1218
2020/10/28,Niger,1218
2020/10/29,Niger,1219
2020/10/30,Niger,1220
2020/10/31,Niger,1220
2020/11/01,Niger,1221
2020/11/02,Niger,1222
2020/11/03,Niger,1222
2020/11/04,Niger,1225
2020/11/05,Niger,1226
2020/11/06,Niger,1230
2020/11/07,Niger,1242
2020/11/08,Niger,1243
2020/11/09,Niger,1246
2020/11/10,Niger,1256
2020/11/11,Niger,1263
2020/11/12,Niger,1282
2020/11/13,Niger,1289
2020/11/14,Niger,1301
2020/11/15,Niger,1307
2020/11/16,Niger,1316
2020/11/17,Niger,1327
2020/11/18,Niger,1331
2020/11/19,Niger,1335
2020/11/20,Niger,1340
2020/11/21,Niger,1351
2020/11/22,Niger,1368
2020/11/23,Niger,1381
2020/11/24,Niger,1406
2020/11/25,Niger,1419
2020/11/26,Niger,1443
2020/11/27,Niger,1472
2020/11/28,Niger,1484
2020/11/29,Niger,1516
2020/11/30,Niger,1548
2020/12/01,Niger,1586
2020/12/02,Niger,1640
2020/12/03,Niger,1640
2020/12/04,Niger,1726
2020/12/05,Niger,1789
2020/12/06,Niger,1856
2020/12/07,Niger,1894
2020/12/08,Niger,1987
2020/12/09,Niger,2078
2020/12/10,Niger,2126
2020/12/11,Niger,2160
2020/12/12,Niger,2199
2020/12/13,Niger,2258
2020/12/14,Niger,2322
2020/12/15,Niger,2361
2020/12/16,Niger,2361
2020/12/17,Niger,2506
2020/12/18,Niger,2560
2020/12/19,Niger,2612
2020/12/20,Niger,2659
2020/12/21,Niger,2724
2020/12/22,Niger,2803
2020/12/23,Niger,2876
2020/12/24,Niger,2933
2020/12/25,Niger,3005
2020/12/26,Niger,3057
2020/12/27,Niger,3110
2020/12/28,Niger,3159
2020/12/29,Niger,3208
2020/12/30,Niger,3208
2020/12/31,Niger,3323
2021/01/01,Niger,3403
2021/01/02,Niger,3437
2021/01/03,Niger,3465
2021/01/04,Niger,3465
2021/01/05,Niger,3500
2021/01/06,Niger,3634
2021/01/07,Niger,3706
2021/01/08,Niger,3747
2021/01/09,Niger,3819
2021/01/10,Niger,3877
2021/01/11,Niger,3924
2021/01/12,Niger,3969
